Rank,Name,Symbol,Market Cap,Price,Circulating Supply,% 1h,% 24h,% 7d,trading_date,volume (24h)
1.0,BTCBitcoin,BTC,1488566971.96,134.21,11091325,0.64,0.0,0.0,2013/04/28,0.0
2.0,LTCLitecoin,LTC,74637021.57,4.3484,17164230,0.8,0.0,0.0,2013/04/28,0.0
3.0,PPCPeercoin,PPC,7250186.65,0.3865,18757362,0.93,0.0,0.0,2013/04/28,0.0
4.0,NMCNamecoin,NMC,5995997.19,1.1072,5415300,0.05,0.0,0.0,2013/04/28,0.0
5.0,TRCTerracoin,TRC,1503099.4,0.6469,2323570,0.61,0.0,0.0,2013/04/28,0.0
6.0,DVCDevcoin,DVC,1424087.3,0.0003261,4366620160,0.46,0.0,0.0,2013/04/28,0.0
7.0,NVCNovacoin,NVC,1162266.3,4.2464,273706,2.14,0.0,0.0,2013/04/28,0.0
1.0,BTCBitcoin,BTC,1288693216.22,115.91,11118050,0.43,2.97,13.81,2013/05/05,0.0
2.0,LTCLitecoin,LTC,62298217.32,3.5909,17348954,0.1,2.87,16.72,2013/05/05,0.0
3.0,NMCNamecoin,NMC,6290543.05,1.151,5465350,1.19,8.91,1.64,2013/05/05,0.0
4.0,PPCPeercoin,PPC,5718446.46,0.3037,18830240,0.31,2.61,22.2,2013/05/05,0.0
5.0,FTCFeathercoin,FTC,2017436.23,0.313,6444650,12.81,29.71,0.0,2013/05/05,0.0
6.0,FRCFreicoin,FRC,1627438.51,0.08114,20057908,14.89,23.15,0.0,2013/05/05,0.0
7.0,TRCTerracoin,TRC,1367162.39,0.568,2407150,1.13,3.05,12.34,2013/05/05,0.0
8.0,DVCDevcoin,DVC,1052081.53,0.0002388,4406170112,0.63,12.41,27.21,2013/05/05,0.0
9.0,NVCNovacoin,NVC,1015804.46,3.6871,275503,1.26,5.17,11.72,2013/05/05,0.0
10.0,MNCMincoin,MNC,118657.23,0.1159,1023701,0.31,60.48,0.0,2013/05/05,0.0
1.0,BTCBitcoin,BTC,1281982625.0,115.0,11147675,0.03,0.41,1.88,2013/05/12,0.0
2.0,LTCLitecoin,LTC,57513319.09,3.2694,17591130,0.17,2.61,9.91,2013/05/12,0.0
3.0,NMCNamecoin,NMC,4674413.4,0.8464,5522700,0.02,0.61,26.82,2013/05/12,0.0
4.0,PPCPeercoin,PPC,4585556.07,0.2427,18897820,1.2,4.88,21.46,2013/05/12,0.0
5.0,NVCNovacoin,NVC,984531.38,3.5201,279685,0.1,0.28,4.43,2013/05/12,0.0
6.0,DVCDevcoin,DVC,983447.61,0.0002208,4454020096,0.58,3.67,8.65,2013/05/12,0.0
7.0,TRCTerracoin,TRC,954262.84,0.3807,2506930,1.02,5.49,33.23,2013/05/12,0.0
8.0,FTCFeathercoin,FTC,820221.45,0.1253,6543450,0.48,5.69,63.3,2013/05/12,0.0
9.0,FRCFreicoin,FRC,748241.76,0.03596,20807988,0.02,20.35,59.81,2013/05/12,0.0
10.0,CNCCHNCoin,CNC,489370.4,0.0966,5065946,2.83,11.26,0.0,2013/05/12,0.0
11.0,MNCMincoin,MNC,247203.65,0.237,1042987,0.03,8.04,90.65,2013/05/12,0.0
12.0,BQCBBQCoin,BQC,156410.47,0.0092,17001138,2.7,15.27,0.0,2013/05/12,0.0
13.0,IXCIxcoin,IXC,147029.97,0.01162,12653618,0.33,16.83,0.0,2013/05/12,0.0
14.0,BTBBitBar,BTB,82905.8,28.86,2872,13.72,35.3,0.0,2013/05/12,0.0
1.0,BTCBitcoin,BTC,1363205019.9,121.99,11174725,0.35,1.14,5.7,2013/05/19,0.0
2.0,LTCLitecoin,LTC,58760675.05,3.3035,17787454,0.8,0.19,0.98,2013/05/19,0.0
3.0,NMCNamecoin,NMC,4789082.16,0.8576,5584350,0.94,5.72,0.51,2013/05/19,0.0
4.0,PPCPeercoin,PPC,3934412.36,0.2074,18971716,1.26,15.47,14.73,2013/05/19,0.0
5.0,NVCNovacoin,NVC,1020004.7,3.6182,281908,1.48,2.24,1.88,2013/05/19,0.0
6.0,TRCTerracoin,TRC,934991.48,0.3587,2606970,0.88,4.51,6.12,2013/05/19,0.0
7.0,DVCDevcoin,DVC,906212.77,0.0002013,4502170112,0.08,3.91,8.15,2013/05/19,0.0
8.0,FTCFeathercoin,FTC,833818.95,0.1269,6572250,0.34,0.47,0.72,2013/05/19,0.0
9.0,FRCFreicoin,FRC,711435.19,0.03416,20827516,0.34,7.07,7.13,2013/05/19,0.0
10.0,CNCCHNCoin,CNC,485058.81,0.09515,5097714,0.76,4.04,0.39,2013/05/19,0.0
11.0,MNCMincoin,MNC,207096.26,0.1952,1061031,0.35,12.13,17.93,2013/05/19,0.0
12.0,IXCIxcoin,IXC,154515.88,0.01221,12653618,8.43,20.52,0.55,2013/05/19,0.0
13.0,BTBBitBar,BTB,128439.08,42.7,3008,15.43,2.16,21.68,2013/05/19,0.0
14.0,BQCBBQCoin,BQC,123231.29,0.007075,17416812,6.78,5.29,24.13,2013/05/19,0.0
1.0,BTCBitcoin,BTC,1495292967.14,133.48,11202375,1.16,1.74,9.61,2013/05/26,0.0
2.0,LTCLitecoin,LTC,58458016.95,3.2489,17993154,0.37,4.65,1.02,2013/05/26,0.0
3.0,NMCNamecoin,NMC,5251485.27,0.9304,5644600,2.32,1.64,8.05,2013/05/26,0.0
4.0,PPCPeercoin,PPC,3612498.62,0.1895,19059134,6.42,9.94,9.29,2013/05/26,0.0
5.0,NVCNovacoin,NVC,1225595.4,4.3087,284444,2.43,3.43,18.24,2013/05/26,0.0
6.0,DVCDevcoin,DVC,915607.0,0.0002015,4542720000,0.82,1.54,1.0,2013/05/26,0.0
7.0,TRCTerracoin,TRC,842448.9,0.3123,2697190,3.42,9.58,12.35,2013/05/26,0.0
8.0,FRCFreicoin,FRC,687220.0,0.0327,21014232,1.19,5.72,5.5,2013/05/26,0.0
9.0,FTCFeathercoin,FTC,654331.38,0.09878,6624450,2.47,5.59,21.17,2013/05/26,0.0
10.0,CNCCHNCoin,CNC,374915.45,0.07341,5106866,2.95,1.54,22.36,2013/05/26,0.0
11.0,MNCMincoin,MNC,130393.11,0.1218,1070899,9.23,11.89,37.73,2013/05/26,0.0
12.0,IXCIxcoin,IXC,127367.86,0.01007,12653618,1.19,2.98,15.45,2013/05/26,0.0
13.0,BQCBBQCoin,BQC,114258.29,0.006407,17833240,2.35,6.72,11.35,2013/05/26,0.0
14.0,WDCWorldCoin,WDC,61369.21,0.02565,2392562,0.1,10.51,0.0,2013/05/26,0.0
15.0,BTBBitBar,BTB,54030.08,17.36,3113,1.19,2.67,56.63,2013/05/26,0.0
1.0,BTCBitcoin,BTC,1373839383.45,122.29,11234075,1.0,5.23,9.13,2013/06/02,0.0
2.0,LTCLitecoin,LTC,49625738.78,2.7271,18197154,0.85,3.62,16.04,2013/06/02,0.0
3.0,NMCNamecoin,NMC,4038794.14,0.7093,5694100,0.82,5.36,24.94,2013/06/02,0.0
4.0,PPCPeercoin,PPC,2899779.44,0.1516,19122498,1.39,5.69,23.08,2013/06/02,0.0
5.0,NVCNovacoin,NVC,1117980.01,3.9048,286310,0.93,6.74,10.46,2013/06/02,0.0
6.0,DVCDevcoin,DVC,674189.93,0.0001467,4594120192,1.0,0.73,27.32,2013/06/02,0.0
7.0,TRCTerracoin,TRC,662838.49,0.2385,2779550,1.0,11.96,25.29,2013/06/02,0.0
8.0,FTCFeathercoin,FTC,545794.55,0.08194,6661250,2.08,4.83,18.23,2013/06/02,0.0
9.0,FRCFreicoin,FRC,417750.51,0.01981,21086442,1.0,20.39,39.99,2013/06/02,0.0
10.0,CNCCHNCoin,CNC,287451.99,0.05625,5109858,1.0,3.95,26.1,2013/06/02,0.0
11.0,IXCIxcoin,IXC,86656.55,0.006848,12653618,1.0,8.33,33.19,2013/06/02,0.0
12.0,MNCMincoin,MNC,78887.29,0.07338,1075103,1.0,0.24,42.88,2013/06/02,0.0
13.0,BQCBBQCoin,BQC,76751.02,0.004207,18244294,0.7,2.35,35.14,2013/06/02,0.0
14.0,BTBBitBar,BTB,52295.84,15.91,3287,0.97,5.23,11.04,2013/06/02,0.0
1.0,BTCBitcoin,BTC,1126642500.0,100.0,11266425,2.04,8.0,16.89,2013/06/09,0.0
2.0,LTCLitecoin,LTC,43858288.59,2.383,18404654,1.66,7.44,11.8,2013/06/09,0.0
3.0,NMCNamecoin,NMC,3311798.26,0.576,5749650,2.41,6.5,17.73,2013/06/09,0.0
4.0,PPCPeercoin,PPC,2267778.06,0.118,19218458,1.2,1.33,20.4,2013/06/09,0.0
5.0,NVCNovacoin,NVC,953097.98,3.305,288381,1.89,6.48,14.65,2013/06/09,0.0
6.0,FTCFeathercoin,FTC,852774.31,0.126,6768050,0.33,17.16,59.03,2013/06/09,0.0
7.0,TRCTerracoin,TRC,556761.98,0.195,2855190,2.29,3.18,17.77,2013/06/09,0.0
8.0,DVCDevcoin,DVC,538224.93,0.000116,4639869952,2.06,11.04,21.43,2013/06/09,0.0
9.0,FRCFreicoin,FRC,344283.64,0.01613,21345628,2.06,2.76,19.99,2013/06/09,0.0
10.0,CNCCHNCoin,CNC,260701.49,0.051,5111794,1.28,3.96,8.39,2013/06/09,0.0
11.0,BQCBBQCoin,BQC,98890.42,0.0053,18658570,3.87,3.45,27.98,2013/06/09,0.0
12.0,YACYacoin,YAC,98315.19,0.0302,3255470,4.95,0.0,0.0,2013/06/09,0.0
13.0,DGCDigitalcoin,DGC,70346.91,0.0392,1794564,3.1,0.0,0.0,2013/06/09,0.0
14.0,WDCWorldCoin,WDC,60438.16,0.01287,4696050,2.27,0.0,0.0,2013/06/09,0.0
15.0,BTBBitBar,BTB,45586.21,13.1,3479,2.07,9.71,16.29,2013/06/09,0.0
16.0,MNCMincoin,MNC,44972.33,0.0411,1094217,2.06,27.57,42.74,2013/06/09,0.0
17.0,MEMMemecoin,MEM,14865.88,0.001715,8668150,0.13,0.0,0.0,2013/06/09,0.0
18.0,AMCAmericanCoin,AMC,4150.01,0.004178,993300,2.57,0.0,0.0,2013/06/09,0.0
19.0,FRKFranko,FRK,2772.8,0.15,18485,2.59,0.0,0.0,2013/06/09,0.0
20.0,ELCElacoin,ELC,768.13,0.036,21337,18.23,0.0,0.0,2013/06/09,0.0
1.0,BTCBitcoin,BTC,1124306468.29,99.51,11298425,0.01,0.89,1.32,2013/06/16,0.0
2.0,LTCLitecoin,LTC,39617176.03,2.1295,18603854,0.84,1.31,10.92,2013/06/16,0.0
3.0,NMCNamecoin,NMC,2313381.58,0.3951,5855850,1.27,2.7,31.91,2013/06/16,0.0
4.0,PPCPeercoin,PPC,2131363.14,0.1105,19296016,0.78,0.16,5.51,2013/06/16,0.0
5.0,NVCNovacoin,NVC,943738.73,3.247,290648,0.29,1.17,2.72,2013/06/16,0.0
6.0,FTCFeathercoin,FTC,817909.0,0.1085,7540700,0.39,5.68,13.05,2013/06/16,0.0
7.0,TRCTerracoin,TRC,468510.18,0.1602,2924330,0.08,3.21,18.49,2013/06/16,0.0
8.0,DVCDevcoin,DVC,411176.5,8.774e-05,4686519808,1.33,2.48,25.48,2013/06/16,0.0
9.0,FRCFreicoin,FRC,386099.25,0.01791,21554378,0.01,1.96,11.03,2013/06/16,0.0
10.0,CNCCHNCoin,CNC,216136.99,0.04179,5171458,0.01,1.85,18.66,2013/06/16,0.0
11.0,BQCBBQCoin,BQC,83118.07,0.004359,19070168,7.0,5.17,19.47,2013/06/16,0.0
12.0,DGCDigitalcoin,DGC,71553.91,0.02987,2395198,0.06,2.39,20.51,2013/06/16,0.0
13.0,YACYacoin,YAC,70774.48,0.0199,3556148,0.65,4.87,39.7,2013/06/16,0.0
14.0,WDCWorldCoin,WDC,56980.47,0.009473,6014815,0.01,3.74,0.0,2013/06/16,0.0
15.0,MNCMincoin,MNC,37617.32,0.03393,1108579,0.01,18.87,19.08,2013/06/16,0.0
16.0,BTBBitBar,BTB,21486.74,5.9706,3599,11.12,8.5,54.8,2013/06/16,0.0
17.0,GLCGoldCoin,GLC,19834.44,0.001462,13566450,0.67,23.24,0.0,2013/06/16,0.0
18.0,MEMMemecoin,MEM,8474.66,0.0008163,10381550,0.33,15.87,49.94,2013/06/16,0.0
19.0,LKYLuckycoin,LKY,7949.17,0.002512,3164008,0.05,3.59,0.0,2013/06/16,0.0
20.0,FRKFranko,FRK,4284.35,0.1939,22091,16.59,42.68,29.36,2013/06/16,0.0
1.0,BTCBitcoin,BTC,1218626731.94,107.6,11325525,0.27,0.6,7.69,2013/06/23,0.0
2.0,LTCLitecoin,LTC,58663951.67,3.1172,18819604,0.59,2.78,47.72,2013/06/23,0.0
3.0,NMCNamecoin,NMC,3329217.96,0.5627,5916000,1.19,0.81,39.7,2013/06/23,0.0
4.0,PPCPeercoin,PPC,2358403.7,0.1216,19396678,0.5,2.03,10.35,2013/06/23,0.0
5.0,NVCNovacoin,NVC,1042586.72,3.497,298137,0.55,0.07,7.07,2013/06/23,0.0
6.0,FTCFeathercoin,FTC,799217.02,0.09899,8073550,0.11,16.47,8.82,2013/06/23,0.0
7.0,TRCTerracoin,TRC,416782.31,0.1399,2979570,0.5,2.07,13.0,2013/06/23,0.0
8.0,DVCDevcoin,DVC,407340.96,8.608e-05,4732120064,0.27,4.26,4.3,2013/06/23,0.0
9.0,FRCFreicoin,FRC,274484.38,0.01259,21801296,0.33,24.96,29.85,2013/06/23,0.0
10.0,CNCCHNCoin,CNC,135261.23,0.02582,5237810,4.1,25.48,38.17,2013/06/23,0.0
11.0,DGCDigitalcoin,DGC,84169.38,0.02819,2985547,0.34,2.42,4.86,2013/06/23,0.0
12.0,YACYacoin,YAC,82023.91,0.02163,3792557,0.32,0.96,5.92,2013/06/23,0.0
13.0,BQCBBQCoin,BQC,79853.09,0.0041,19478450,0.23,3.86,2.58,2013/06/23,0.0
14.0,IXCIxcoin,IXC,68433.51,0.00495,13826066,0.2,0.0,0.0,2013/06/23,0.0
15.0,WDCWorldCoin,WDC,67830.58,0.009766,6945743,0.23,0.33,6.4,2013/06/23,0.0
16.0,BTBBitBar,BTB,24643.61,6.5636,3755,0.23,0.6,3.53,2013/06/23,0.0
17.0,MNCMincoin,MNC,24316.38,0.02153,1129661,0.33,0.59,36.82,2013/06/23,0.0
18.0,GLCGoldCoin,GLC,18141.18,0.001189,15263950,0.41,13.07,20.14,2013/06/23,0.0
19.0,MEMMemecoin,MEM,13338.13,0.00109,12236950,0.02,4.68,29.75,2013/06/23,0.0
20.0,BTEBytecoin,BTE,11370.84,0.01238,918850,0.23,18.72,0.0,2013/06/23,0.0
1.0,BTCBitcoin,BTC,1096957926.58,96.61,11354025,0.53,1.83,9.91,2013/06/30,0.0
2.0,LTCLitecoin,LTC,56721517.99,2.9805,19030604,0.08,7.03,3.08,2013/06/30,0.0
3.0,NMCNamecoin,NMC,2995222.23,0.5014,5973400,1.65,1.23,11.33,2013/06/30,0.0
4.0,PPCPeercoin,PPC,2367684.2,0.1217,19449710,0.28,2.64,1.36,2013/06/30,0.0
5.0,NVCNovacoin,NVC,931437.38,3.0926,301181,0.51,0.75,11.35,2013/06/30,0.0
6.0,FTCFeathercoin,FTC,694353.94,0.07826,8872700,0.73,1.97,19.9,2013/06/30,0.0
7.0,TRCTerracoin,TRC,395910.4,0.1304,3035450,0.27,3.75,5.95,2013/06/30,0.0
8.0,DVCDevcoin,DVC,350826.66,7.343e-05,4777920000,0.51,1.52,13.67,2013/06/30,0.0
9.0,FRCFreicoin,FRC,274804.66,0.01256,21879664,0.51,5.45,0.12,2013/06/30,0.0
10.0,DGCDigitalcoin,DGC,93810.47,0.02619,3582563,0.33,1.69,6.43,2013/06/30,0.0
11.0,YACYacoin,YAC,92500.45,0.02338,3956292,3.18,3.58,7.18,2013/06/30,0.0
12.0,BQCBBQCoin,BQC,76284.42,0.003836,19888648,1.26,7.03,0.84,2013/06/30,0.0
13.0,WDCWorldCoin,WDC,55160.81,0.007942,6945743,0.51,0.81,19.16,2013/06/30,0.0
14.0,IXCIxcoin,IXC,51205.23,0.003671,13947314,0.51,4.88,24.12,2013/06/30,0.0
15.0,CNCCHNCoin,CNC,45596.16,0.008695,5243794,10.46,0.25,64.17,2013/06/30,0.0
16.0,MNCMincoin,MNC,42677.67,0.0372,1147361,0.51,14.29,73.38,2013/06/30,0.0
17.0,BTBBitBar,BTB,23567.27,5.9128,3986,0.51,3.88,9.61,2013/06/30,0.0
18.0,LKYLuckycoin,LKY,12095.08,0.002618,4619548,0.51,2.12,6.13,2013/06/30,0.0
19.0,MEMMemecoin,MEM,10668.84,0.0007604,14031450,0.56,3.09,29.92,2013/06/30,0.0
20.0,GLCGoldCoin,GLC,6496.1,0.0003879,16745950,1.39,19.95,66.95,2013/06/30,0.0
1.0,BTCBitcoin,BTC,848838935.56,74.56,11384475,1.27,7.2,23.21,2013/07/07,0.0
2.0,LTCLitecoin,LTC,51099940.9,2.6566,19235004,1.16,6.87,11.42,2013/07/07,0.0
3.0,NMCNamecoin,NMC,2598102.11,0.4369,5946293,0.42,3.99,13.82,2013/07/07,0.0
4.0,PPCPeercoin,PPC,2582887.38,0.132,19571310,0.99,2.24,7.65,2013/07/07,0.0
5.0,NVCNovacoin,NVC,867500.25,2.8378,305695,0.3,1.72,8.67,2013/07/07,0.0
6.0,FTCFeathercoin,FTC,711870.6,0.07531,9452950,0.12,3.21,2.24,2013/07/07,0.0
7.0,TRCTerracoin,TRC,519200.27,0.167,3108670,0.65,8.89,28.08,2013/07/07,0.0
8.0,DVCDevcoin,DVC,276948.24,5.741e-05,4823869952,1.3,5.72,22.65,2013/07/07,0.0
9.0,FRCFreicoin,FRC,223994.42,0.01007,22244892,3.68,24.75,20.23,2013/07/07,0.0
10.0,YACYacoin,YAC,108880.76,0.02572,4232722,1.3,14.64,7.09,2013/07/07,0.0
11.0,DGCDigitalcoin,DGC,90011.67,0.02155,4177233,7.08,17.77,19.13,2013/07/07,0.0
12.0,CNCCHNCoin,CNC,70529.3,0.01342,5255146,2.34,9.87,61.55,2013/07/07,0.0
13.0,BQCBBQCoin,BQC,65506.03,0.003229,20289954,1.27,3.12,17.46,2013/07/07,0.0
14.0,WDCWorldCoin,WDC,56083.13,0.005711,9819541,1.27,6.35,28.45,2013/07/07,0.0
15.0,IXCIxcoin,IXC,46861.08,0.003335,14050802,1.27,40.63,9.5,2013/07/07,0.0
16.0,MECMegacoin,MEC,38199.2,0.00314,12166250,2.6,0.0,0.0,2013/07/07,0.0
17.0,MNCMincoin,MNC,34857.44,0.02992,1165200,1.3,25.61,20.04,2013/07/07,0.0
18.0,PXCPhoenixcoin,PXC,34584.63,0.01186,2917250,0.12,10.99,0.0,2013/07/07,0.0
19.0,BTGBitgem,BTG,25588.54,1.4599,17528,1.28,30.68,0.0,2013/07/07,0.0
20.0,BTBBitBar,BTB,15340.53,3.7281,4115,1.27,5.94,36.58,2013/07/07,0.0
1.0,BTCBitcoin,BTC,1080918189.52,94.69,11415175,1.13,2.54,26.85,2013/07/14,0.0
2.0,LTCLitecoin,LTC,56527626.5,2.908,19438854,0.83,1.11,11.13,2013/07/14,0.0
3.0,NMCNamecoin,NMC,3241516.48,0.5397,6005693,2.86,1.36,24.06,2013/07/14,0.0
4.0,PPCPeercoin,PPC,3141319.74,0.16,19629768,1.43,8.77,22.03,2013/07/14,0.0
5.0,NVCNovacoin,NVC,1230893.18,3.978,309426,1.21,3.64,41.53,2013/07/14,0.0
6.0,FTCFeathercoin,FTC,825730.01,0.08238,10023250,0.3,4.75,10.37,2013/07/14,0.0
7.0,TRCTerracoin,TRC,497606.33,0.1562,3184870,2.06,3.91,8.87,2013/07/14,0.0
8.0,DVCDevcoin,DVC,341246.54,7.007e-05,4869969920,1.23,5.68,23.14,2013/07/14,0.0
9.0,DGCDigitalcoin,DGC,268640.9,0.05628,4773045,0.14,4.72,167.06,2013/07/14,0.0
10.0,FRCFreicoin,FRC,257105.0,0.01136,22626586,3.81,10.03,9.22,2013/07/14,0.0
11.0,WDCWorldCoin,WDC,114748.74,0.01032,11116584,1.23,5.35,79.92,2013/07/14,0.0
12.0,XPMPrimecoin,XPM,112816.35,0.1562,722068,1.23,54.05,0.0,2013/07/14,0.0
13.0,YACYacoin,YAC,98606.29,0.02263,4357090,1.23,0.3,9.47,2013/07/14,0.0
14.0,BQCBBQCoin,BQC,92091.19,0.00445,20692356,0.89,12.17,37.79,2013/07/14,0.0
15.0,PXCPhoenixcoin,PXC,70514.4,0.02193,3216050,15.55,25.62,84.88,2013/07/14,0.0
16.0,MECMegacoin,MEC,59963.61,0.004929,12166250,0.12,8.56,53.5,2013/07/14,0.0
17.0,IXCIxcoin,IXC,51164.72,0.003614,14155922,1.13,11.8,14.97,2013/07/14,0.0
18.0,CNCCHNCoin,CNC,49271.49,0.009374,5255938,1.23,23.62,27.43,2013/07/14,0.0
19.0,MNCMincoin,MNC,26893.62,0.02274,1182798,1.23,0.44,26.0,2013/07/14,0.0
20.0,LKYLuckycoin,LKY,21326.13,0.003882,5493104,3.61,3.72,45.39,2013/07/14,0.0
1.0,BTCBitcoin,BTC,1038799169.95,90.76,11445900,0.48,0.81,3.89,2013/07/21,0.0
2.0,LTCLitecoin,LTC,57116054.34,2.916,19586904,0.88,0.85,0.98,2013/07/21,0.0
3.0,NMCNamecoin,NMC,2962845.61,0.4883,6067993,0.06,2.71,8.25,2013/07/21,0.0
4.0,PPCPeercoin,PPC,2753787.82,0.1398,19702806,0.48,6.31,10.69,2013/07/21,0.0
5.0,NVCNovacoin,NVC,1204790.03,3.8517,312791,0.64,1.91,2.97,2013/07/21,0.0
6.0,XPMPrimecoin,XPM,1168854.58,1.0437,1119905,0.17,16.19,569.85,2013/07/21,0.0
7.0,FTCFeathercoin,FTC,882015.91,0.08077,10919550,0.48,0.82,2.72,2013/07/21,0.0
8.0,TRCTerracoin,TRC,487870.61,0.1497,3257910,0.54,1.59,6.02,2013/07/21,0.0
9.0,DVCDevcoin,DVC,254344.99,5.173e-05,4916620288,2.34,3.96,25.99,2013/07/21,0.0
10.0,FRCFreicoin,FRC,244976.19,0.01078,22717088,0.54,0.18,6.58,2013/07/21,0.0
11.0,DGCDigitalcoin,DGC,170031.29,0.03181,5345141,1.53,11.5,43.56,2013/07/21,0.0
12.0,MECMegacoin,MEC,161426.39,0.01232,13101500,12.28,40.52,151.36,2013/07/21,0.0
13.0,WDCWorldCoin,WDC,145792.15,0.0118,12356888,1.52,12.7,18.42,2013/07/21,0.0
14.0,PXCPhoenixcoin,PXC,126115.75,0.03694,3414150,4.76,0.86,49.74,2013/07/21,0.0
15.0,YACYacoin,YAC,81633.98,0.0177,4612695,1.93,5.66,19.87,2013/07/21,0.0
16.0,BQCBBQCoin,BQC,77919.22,0.003694,21094464,0.54,0.08,13.24,2013/07/21,0.0
17.0,CNCCHNCoin,CNC,62014.01,0.0118,5256114,0.54,0.81,26.21,2013/07/21,0.0
18.0,FSTFastcoin,FST,55913.27,0.004533,12333824,0.71,6.79,142.37,2013/07/21,0.0
19.0,IXCIxcoin,IXC,55740.5,0.003904,14276402,0.59,13.68,8.26,2013/07/21,0.0
20.0,MNCMincoin,MNC,46706.59,0.0389,1200783,0.48,18.6,71.54,2013/07/21,0.0
1.0,BTCBitcoin,BTC,1144602625.0,99.76,11474025,0.07,5.77,10.61,2013/07/28,0.0
2.0,LTCLitecoin,LTC,59091798.36,2.9778,19844180,0.3,3.33,3.06,2013/07/28,0.0
3.0,NMCNamecoin,NMC,3755531.57,0.6135,6121493,0.04,1.83,25.53,2013/07/28,0.0
4.0,PPCPeercoin,PPC,2721121.82,0.1377,19766366,0.04,3.17,1.64,2013/07/28,0.0
5.0,NVCNovacoin,NVC,1976019.96,6.0103,328773,0.7,0.96,58.21,2013/07/28,0.0
6.0,FTCFeathercoin,FTC,1013854.4,0.08781,11546500,0.04,1.98,9.25,2013/07/28,0.0
7.0,XPMPrimecoin,XPM,904374.13,0.7232,1250464,0.04,1.23,27.15,2013/07/28,0.0
8.0,TRCTerracoin,TRC,461230.76,0.1317,3500890,0.04,1.62,11.41,2013/07/28,0.0
9.0,DVCDevcoin,DVC,267289.84,5.387e-05,4961920000,0.04,3.67,5.61,2013/07/28,0.0
10.0,FRCFreicoin,FRC,208635.46,0.009078,22983058,0.04,1.72,15.28,2013/07/28,0.0
11.0,DGCDigitalcoin,DGC,177525.47,0.02993,5931793,0.59,8.46,12.44,2013/07/28,0.0
12.0,MECMegacoin,MEC,153304.26,0.009974,15371000,1.21,23.18,27.68,2013/07/28,0.0
13.0,WDCWorldCoin,WDC,108739.11,0.007982,13622232,2.98,8.95,30.97,2013/07/28,0.0
